alias,market,season,conf_alias,wins,losses,win_pct,off_ptsperposs,def_ptsperposs,net_ptsperposs,possperg,adj_off_ptsperposs,adj_def_ptsperposs,adj_net_ptsperposs,adj_possperg,off_sd,def_sd,opp_adj_net_ptsperposs,seed,tournament_wins
VILL,Villanova,2013,BIGEAST,28,4,0.875,1.156359286,0.959045905,0.197313381,67.9125,1.194341159,0.924950423,0.269390736,68.06614559,0.155781379,0.138209197,-0.016327622,2,1
WICH,Wichita State,2013,AAC,34,0,1,1.16859459,0.907055874,0.261538716,64.58235294,1.17728705,0.90534976,0.27193729,63.23109094,0.148762666,0.106617771,-0.179407013,1,1
ORE,Oregon,2013,PAC12,23,9,0.71875,1.151411237,1.036868377,0.11454286,71.08125,1.179676747,1.055582811,0.124093935,72.1255227,0.128842425,0.139646796,-0.035663657,7,1
CREI,Creighton,2013,BIGEAST,26,7,0.787878788,1.220022309,1.03372979,0.186292519,65.2,1.286679245,1.058371845,0.2283074,63.9013333,0.180584747,0.13656717,-0.039296792,3,1
SYR,Syracuse,2013,ACC,27,5,0.84375,1.126200558,0.987244633,0.138955924,60.51875,1.14495943,0.983657931,0.1613015,58.08372719,0.152092591,0.125434378,-0.00675297,3,1
SLU,Saint Louis,2013,A10,26,6,0.8125,0.998856583,0.948529412,0.050327171,68.02222222,0.972418636,0.929440954,0.042977682,67.70100199,0.095578556,0.141030435,-0.109660087,5,1
PITT,Pittsburgh,2013,ACC,25,9,0.735294118,1.138001108,0.982391103,0.155610006,63.68235294,1.171225622,0.968841853,0.202383768,62.82821815,0.14033364,0.129897928,-0.015822046,9,1
UNC,North Carolina,2013,ACC,23,9,0.71875,1.090860359,0.984848485,0.106011874,69.95625,1.096676209,0.972783664,0.123892544,71.81855428,0.153094054,0.108496105,0.006151296,6,1
WOF,Wofford,2013,SOUTHERN,20,12,0.625,0.899339934,1.260434057,-0.361094123,60.6,0.900360365,1.288200014,-0.38783965,58.30898947,0.044038788,0.005145313,-0.284991625,15,0
WEB,Weber State,2013,BIGSKY,19,11,0.633333333,0.869565217,1.172316384,-0.302751167,69,0.870968448,1.114685416,-0.243716968,68.29550249,,,-0.266669567,16,0
NCST,North Carolina State,2013,ACC,21,13,0.617647059,1.080050256,1.061286844,0.018763412,65.54705882,1.087872287,1.090848061,-0.002975774,65.66772692,0.121946524,0.150909554,0.005392116,12,0
CIN,Cincinnati,2013,AAC,27,6,0.818181818,1.084233674,0.913621262,0.170612412,63.38787879,1.074077782,0.883810896,0.190266886,61.30309427,0.143423733,0.106956468,-0.015972968,5,0
DUKE,Duke,2013,ACC,26,8,0.764705882,1.200179533,1.035406264,0.164773269,65.52941176,1.26088691,1.051975988,0.208910922,65.48659883,0.139038279,0.173344694,0.007140113,3,0
PROV,Providence,2013,BIGEAST,23,11,0.676470588,1.094065934,1.034935645,0.059130289,66.91176471,1.113636105,1.0378828,0.075753305,66.87605716,0.147230529,0.136759528,0.008637059,11,0
KSU,Kansas State,2013,BIG12,20,12,0.625,1.052060738,0.998765198,0.05329554,66.26875,1.040045377,0.985918362,0.054127015,65.52502075,0.096694747,0.140911876,0.01243941,9,0
NEB,Nebraska,2013,BIG10,19,12,0.612903226,1.033436163,1.00279246,0.030643702,64.83225806,1.030389117,0.991634295,0.038754823,64.10173721,0.120509479,0.117497009,0.015290184,11,0
NCCU,North Carolina Central,2013,MEAC,28,5,0.848484848,1.020801233,1.131274131,-0.110472899,64.9,1.119501633,1.089173582,0.030328051,64.63602744,0.134149872,0.075024272,-0.285470642,14,0
GW,George Washington,2013,A10,24,8,0.75,0.998344371,1.021381579,-0.023037208,67.11111111,1.012790367,0.986101961,0.026688406,67.38119382,0.088815278,0.16399244,-0.087373609,9,0
CP,Cal Poly,2013,BIGWEST,13,19,0.40625,0.951065509,1.239903069,-0.28883756,63.35,1.007958248,1.232107613,-0.224149365,61.73601511,0.085796809,0.086707873,-0.134808173,16,0
DEL,Delaware,2013,COLONIAL,25,9,0.735294118,1.048850575,1.183431953,-0.134581378,69.6,1.154681055,1.155356737,-0.000675682,71.35123858,0.081131785,0.052644399,-0.176708867,13,0
MASS,Massachusetts,2013,A10,24,8,0.75,1.058543676,0.971002926,0.08754075,72.06666667,1.049492592,0.959915613,0.089576979,74.01888151,0.132400852,0.130268809,-0.089718634,6,0
ASU,Arizona State,2013,PAC12,21,11,0.65625,1.075427752,0.978685613,0.09674214,69.76875,1.064743612,0.970713364,0.094030248,70.81545433,0.113462061,0.128758201,-0.035254638,10,0
JOES,Saint Joseph's (PA),2013,A10,24,9,0.727272727,1.010067114,1.097039474,-0.08697236,66.22222222,1.002728579,1.136209615,-0.133481036,64.87021775,0.153486515,0.164914187,-0.092128234,10,0
CCAR,Coastal Carolina,2013,SUNBELT,21,12,0.636363636,0.829535096,1.051886792,-0.222351697,73.13333333,0.762753139,1.026025061,-0.263271923,76.94466266,0.198297028,0.04496891,-0.258763696,16,0
OKLA,Oklahoma,2013,BIG12,23,9,0.71875,1.140761954,1.048993347,0.091768608,72.01875,1.178264267,1.063289192,0.114975075,73.58169598,0.122895719,0.147345066,0.026160169,5,0
AMER,American University,2013,PATRIOT,20,12,0.625,0.744985673,0.931952663,-0.186966989,69.8,0.725826422,0.812789068,-0.086962646,72.27915176,,,-0.210026807,15,0
OKST,Oklahoma State,2013,BIG12,21,12,0.636363636,1.152207928,0.97946559,0.172742338,69.72121212,1.192819794,0.950460163,0.242359631,70.37810309,0.098596469,0.11159834,-0.013229113,9,0
MAN,Manhattan,2013,MAAC,25,7,0.78125,1.235632184,0.941828255,0.293803929,69.6,1.414385121,0.844945769,0.569439351,71.14225735,,,-0.170517622,13,0
TLSA,Tulsa,2013,AAC,21,12,0.636363636,0.979649787,1.154575628,-0.174925841,70.43333333,0.999992168,1.144749118,-0.14475695,72.2300647,0.168682098,0.115515938,-0.114967835,13,0
WMU,Western Michigan,2013,MAC,23,9,0.71875,0.733024691,0.930047695,-0.197023003,64.8,0.651251512,0.823978511,-0.172726999,65.01906882,0.166888601,0.090657291,-0.212878327,14,0
ALBY,Albany,2013,AE,18,14,0.5625,0.754098361,0.976430976,-0.222332616,61,0.708691222,0.848956756,-0.140265534,59.68767692,,,-0.208234538,16,0
MILW,Milwaukee,2013,HORIZON,21,13,0.617647059,0.919282511,1.209800919,-0.290518408,66.9,0.85257584,1.282138453,-0.429562614,67.69274723,0.069173341,0.198063963,-0.166836025,15,0
VCU,Virginia Commonwealth,2013,A10,26,8,0.764705882,1.037674216,0.895522388,0.142151828,70.64615385,1.005079531,0.887578324,0.117501207,72.69988351,0.139089664,0.156381314,-0.129467613,5,0
BYU,Brigham Young,2013,WCC,23,11,0.676470588,1.03898097,1.068597561,-0.029616591,81.45,1.079392877,1.022066407,0.057326469,88.27167384,0.171908718,0.085214461,-0.075729983,,0
ULL,Louisiana-Lafayette,2013,SUNBELT,23,11,0.676470588,0.978635424,1.230769231,-0.252133807,72.55,1.005791229,1.249218105,-0.243426876,74.7078774,0.111864147,0.218381152,-0.144060315,14,0
OSU,Ohio State,2013,BIG10,25,9,0.735294118,1.073561346,0.915975478,0.157585869,65.01176471,1.064795728,0.882967022,0.181828705,63.98703907,0.116981106,0.141399256,-0.014378486,6,0
EKY,Eastern Kentucky,2013,OVC,24,9,0.727272727,0.9,1.279809221,-0.379809221,65,0.903392425,1.293435969,-0.390043544,65.49596778,0.104193055,0.168142048,-0.201617122,15,0
NMSU,New Mexico State,2013,WAC,26,9,0.742857143,0.892307692,1.166666667,-0.274358974,65,0.92766135,1.110916782,-0.183255432,64.54707461,0.14001426,0.055349042,-0.156038558,13,0
COLO,Colorado,2013,PAC12,23,11,0.676470588,1.065929204,1.005834712,0.060094491,66.47058824,1.059968552,1.001052156,0.058916397,65.66480703,0.131938501,0.110244582,-0.000449223,8,0
UNM,New Mexico,2013,MWC,27,6,0.818181818,1.108525689,0.967234358,0.141291331,67.15,1.104994777,0.953301178,0.1516936,67.3465306,0.126623985,0.14981974,-0.084675276,7,0
